id,optical_flow_mean,optical_flow_std,video_warmc,video_heavyl,video_activep,video_hards,video_darkProportion,video_lightPropertion,video_saturation,video_color_energy,video_color_std
ACCEDE09585,0.0018755279015749693,0.17986781895160675,-0.2864738876314513,3.6064330917874408,1.5670370772800488,-3.994732043327295,0.39428743961352664,0.3020434782608695,114.82368599033818,9.450502187076253,22267100.473447695
ACCEDE02064,0.022874196991324425,0.8661044239997864,-0.391198128964762,3.878802314814813,1.7937111292760173,-4.0663865095124425,0.2972783564814815,0.27025520833333333,47.39758564814815,4.2974906109297075,31306525.35127717
ACCEDE07025,0.2430107742547989,3.600984573364258,-0.3433811132043907,2.6544132185571,2.0757993810146806,-3.0388820130148058,0.5359572723765432,0.130390625,78.01198784722223,3.921284058298456,30440865.84530304
ACCEDE04830,0.005206060595810413,0.2738003134727478,-0.27796826380803114,2.8818635163483806,2.2740864163621373,-3.7234764876189064,0.3116916232638889,0.19776114004629625,126.6568621600116,21.779220064140524,4775896.743045838
ACCEDE04183,0.0003002090088557452,0.06815747916698456,-0.4389593565951269,2.5261951121794866,1.465748624593916,1.5729433101295396,0.9444631410256411,0.005349893162393162,102.63235042735045,3.087396380210925,2719568.217657589
ACCEDE07077,1.2068321704864502,1.7038557529449463,-0.2909453954081753,5.193196656525889,1.6922189798809688,-4.418945583883867,0.2290607850155095,0.24926529070229855,105.25388978366341,3.902508628888923,135975452.69758204
ACCEDE09504,9.890102228382602e-05,0.08534146100282669,-0.348764442822866,2.6034183333333334,1.9135288117101832,-3.4770878229166664,0.6766666666666667,0.07238,101.97559555555556,3.7435825407321692,14553335.34729394
ACCEDE00215,0.003918030299246311,0.3857218623161316,-0.2550516273699629,3.411176177536232,2.506075016917298,-4.066177749471618,0.16235507246376812,0.32061292270531394,142.5261654589372,3.772413382976615,54221641.04707497
ACCEDE03677,1.7145830497611314e-05,0.015536281280219555,-0.36615170745517606,3.453982336956522,1.5864004280790391,-0.9251965947690222,0.5986231884057972,0.09524456521739132,68.74715579710146,2.223352316810874,237966623.56120583
ACCEDE08964,0.07304814457893372,0.8016754388809204,-0.35113666970140756,2.191239342730978,2.270571736318165,-1.6394335470448373,0.5419845448369566,0.018505434782608698,58.20723675271739,3.556225516833398,28662311.790992126
ACCEDE00191,0.030537927523255348,0.638512372970581,-0.29198109110907305,4.187097395833334,2.274685221714169,-4.372187229817709,0.1463159722222222,0.5986840277777777,126.9627465277778,3.541257756702655,72796422.0496166
ACCEDE08046,1.0103115528181661e-05,0.007188282907009125,-0.2761900018349021,1.0817677556818186,2.440373173377243,-2.634995046164773,0.3715625,0.11497395833333332,99.61531960227273,4.630164117063398,13573338.835048407
ACCEDE00465,0.0006785782752558589,0.0621936060488224,-0.2953871556343981,3.60147779882155,2.3432830786101677,-4.100920004077231,0.2996212121212121,0.11488636363636362,67.3119212962963,2.8428335615747575,93266191.33283538
ACCEDE03470,0.0011916914954781532,0.18263199925422668,-0.3136726866447591,3.78211397977023,2.188182911372651,-3.0736811447016525,0.1941574050949051,0.4331319721944721,50.90962422993673,5.521999579493534,40792416.68672468
ACCEDE00168,0.18230201303958893,0.5136533975601196,-0.30534808277599484,2.0121069775132274,1.7841711123919175,-2.7750313977761243,0.6359821428571427,0.07060846560846562,173.9405324074074,2.5748917559360813,164270008.10753292
ACCEDE02609,0.00041064785909838974,0.1821594387292862,-0.2539307221737385,5.317910644531251,1.0865765926842499,-5.24649605102539,0.11048502604166667,0.5283496093750001,73.63515950520834,2.45167259668538,92593181.7491498
ACCEDE05148,0.006041334010660648,0.20959758758544922,-0.28771654472594704,1.6482572115384615,2.3343167415776955,-2.4037626950279543,0.2990489328379953,0.13445148601398602,105.82884433275058,22.262692943475628,18932108.613613363
ACCEDE03346,0.046659164130687714,1.5634278059005737,-0.37686969976942797,2.8025710631960634,1.9511127916573487,-2.9126576593256286,0.5675051800051801,0.12029267029267032,59.21023698523698,12.239991237967656,19603509.52887675
ACCEDE09593,0.00017908918380271643,0.11789979785680771,-0.3300945392242252,2.9876012731481487,1.9574307372616915,-2.7948791956018524,0.4552453703703705,0.1400601851851852,72.1326435185185,3.1092520201654494,92876005.8390703
ACCEDE07807,0.015296068973839283,0.07398304343223572,-0.29505080793989225,1.7644599291196743,2.3407055254332527,-3.0862871699512464,0.519171953320802,0.05789767387218045,92.24835526315788,7.908738589558325,7114560.001431011
ACCEDE00756,0.0025079776532948017,0.2245631217956543,-0.3460823453410479,3.8003166984386345,1.5673981784977937,-1.432918174416757,0.51954883805374,0.12934822076978938,60.93782452795933,4.745282948876326,31645323.9342196
ACCEDE09136,0.11006735265254974,1.683438777923584,-0.4208581616621344,2.3398705295138886,1.5095875827133283,-2.9827036151801227,0.9274401041666664,0.00047309027777777773,153.20439062499997,7.441042128866306,940693.161957336
ACCEDE08164,0.00029814953450113535,0.06305532157421112,-0.3175671097520386,4.1280763020833335,1.9067987239178819,-4.427113501790364,0.17148437500000002,0.34576302083333327,69.650671875,2.9111566777537066,90846580.51614775
ACCEDE08300,0.00361575442366302,0.07892018556594849,-0.35762351633420103,3.413397177419356,2.054574463850885,-4.023069965977823,0.44546370967741944,0.10541666666666667,48.456102150537625,177.85410201639448,18993.840475940473
ACCEDE04321,8.416963623858464e-07,0.008109031245112419,-0.42912895090614606,2.0569715220621863,1.8616745989553907,2.200022469868115,0.8046696387745769,0.019071502057613165,32.18319044352996,3.0959119881330106,5938748.690669173
ACCEDE08801,2.108267381117912e-06,0.03589654713869095,-0.3797713017639827,4.752747850529101,1.2815887666618364,-3.8990088913690473,0.27863425925925933,0.37022817460317464,41.70973214285715,4.116481244526499,41870829.02052165
ACCEDE01738,0.014193123206496239,0.8067053556442261,-0.30101527477201,3.032388681394364,1.9331760815475385,-2.764060125332764,0.4677169421487603,0.16858047255774528,131.38371808116125,4.035784437990578,231979944.33002436
ACCEDE01156,0.045474834740161896,0.7147188782691956,-0.2999550843345156,4.4921551215277775,2.204689843647718,-4.442256655273439,0.3626255787037037,0.07367361111111112,103.69222916666666,6.046768904580615,36987006.364335686
ACCEDE03029,0.09704016149044037,1.801880121231079,-0.3371944057638002,3.0978819444444445,2.2643127051856706,-3.3692031750801283,0.270014245014245,0.12070868945868947,50.30817663817664,2.5440196173173466,71920426.72331153
ACCEDE01010,0.011388593353331089,0.1922428160905838,-0.27959317708065917,3.7443258928571432,1.6855453758438421,-4.259491121031746,0.3929637896825397,0.2665848214285714,88.92318204365081,11.450921218761692,18257311.26386187
ACCEDE06835,0.0025248811580240726,1.7576661109924316,-0.3648588077341663,2.3729367719534054,1.6481788497001648,-2.411002263419859,0.359493167562724,0.2504082661290322,49.42980510752688,2.654736722835088,117158776.72872397
ACCEDE06916,0.05600752681493759,2.4982941150665283,-0.40575018000091806,3.1161322016460904,2.1760254823380354,-0.8373846553096072,0.5692303240740741,0.10081275720164609,55.21362525720164,3.14964933436506,19071980.25253197
ACCEDE06490,0.008504373021423817,0.2682335376739502,-0.4537429656891762,2.416909595959596,1.4774013381358764,-1.4940994744318188,0.7265025252525252,0.02013888888888889,75.42389646464646,2.786296121558086,440289.8972840009
ACCEDE00486,0.007197525817900896,0.19371150434017181,-0.3179289316546859,2.973218402777778,1.9046684625229335,-3.714410244502316,0.5555370370370372,0.08392824074074075,113.17227546296297,3.4710068748745613,111645723.09823799
ACCEDE01338,0.14567598700523376,0.31297028064727783,-0.39757958824555656,1.1927689318783068,2.0296235000325815,0.27710511584407993,0.46407159391534397,0.007556216931216931,53.3041443452381,1.9891198713074432,50116692.89406066
ACCEDE02509,0.32734912633895874,1.4076817035675049,-0.38150854084606745,2.631666377314815,1.6979084542205256,-2.2735497712311923,0.797158564814815,0.03966435185185185,121.83222222222221,9.861569973173127,9283450.355971709
ACCEDE08417,0.014149892143905163,0.08393333107233047,-0.43742787385210474,3.01365192572579,1.6855370103930343,1.7062947110004103,0.5262005986437805,0.17826207883026066,48.082717471922024,1.5523776676674474,60135795.00889384
ACCEDE01017,0.0006857679691165686,0.042876385152339935,-0.5,5.166819204980845,2.898931744209541,6.739908477011494,0.128014846743295,0.17582614942528732,0.0,0.0,0.0
ACCEDE08245,1.2493385076522827,0.5477175712585449,-0.2650506352967404,4.82866160300926,2.262923946252953,-4.920551250542536,0.2189872685185185,0.16534143518518518,103.60761284722223,14.198450780612085,19036532.51655464
ACCEDE05989,0.0031780549325048923,0.12147899717092514,-0.3328034750031042,3.604109457671958,1.2195168658170281,-1.261123159515543,0.4419940476190476,0.32665178571428577,58.20200479497354,2.2946993301135428,366964467.7981961
ACCEDE09221,0.015485299751162529,0.265163779258728,-0.2693675067357006,4.682770241477274,1.7799052828233473,-4.57117025578046,0.1519223484848485,0.2623390151515152,116.20449652777778,8.853684663074485,25474225.16342097
ACCEDE09386,0.15895526111125946,0.6247233748435974,-0.42593814838881267,1.5196174943883278,1.8655591658619632,1.9653723346748733,0.6332652918069587,0.003198653198653199,40.80519079685746,3.1752292380490674,1213408.8914432002
ACCEDE08963,0.002804981078952551,0.12821581959724426,-0.4195287029822963,2.657621328125,1.838855190757287,-1.7214247255859383,0.79943828125,0.01143046875,76.06852656249998,3.3088032280702704,17245240.739741776
ACCEDE06548,0.012593488208949566,1.4528048038482666,-0.4387410042844956,3.8491654554263564,1.3438895429050635,-0.9914177210946155,0.25426356589147286,0.5142926356589148,26.5968715393134,2.2673000323156303,176233145.28719345
ACCEDE08005,0.018307480961084366,0.2480233609676361,-0.26212451218726907,4.7629030671296295,2.2302324504589928,-4.87806028555411,0.21466145833333333,0.15832175925925926,108.12533854166665,11.280538056624025,39541052.053841814
