id,audio_harmonic,audio_engergy,audio_centroid,audio_contrast_low,audio_contrast_middle,audio_contrast_high,audio_zero_crossing_rate,audio_slience_rate
ACCEDE09585,0.011976891644356773,0.002940311562269926,1068.7104078954276,13.265534198849855,11.339048332691016,41.900155603109404,0.1234600360576923,0.9777777777777776
ACCEDE02064,0.010844447129544322,0.04865240678191185,1687.9661739275105,18.116328165594645,12.230002383856428,35.05086228132771,0.1998276876206564,0.45
ACCEDE07025,0.01216879594988054,0.05974596366286278,1264.0365457744495,19.45409733601202,15.260297288031435,40.5969410604904,0.13997970281862746,0.0
ACCEDE04830,0.010829149343814131,0.0015372521011158824,1567.1959943052511,18.791622359620565,11.309485019467235,36.004266059027046,0.18414070070251934,0.9915966386554622
ACCEDE04183,0.011938202247191013,0.0557069331407547,1297.0412472331093,18.536481919823164,14.636609660990667,37.87348063132266,0.1618008700284091,0.30392156862745096
ACCEDE07077,0.013090585581291902,0.26509398221969604,1436.745450184026,20.07893449755581,15.242343430099556,37.65824163204196,0.15220122466216215,0.0
ACCEDE09504,0.013437348704223036,0.019559182226657867,776.5330597434514,17.7598125592027,14.677966785723786,43.3143713519485,0.062278676255841124,0.7070707070707071
ACCEDE00215,0.011373993619930124,0.04853975400328636,1457.7899259162837,12.373598011336815,16.505177820523446,37.726819732114656,0.16989343143203886,0.4
ACCEDE03677,0.012577958624885914,0.07290623337030411,1019.3217151346937,25.302260930011162,15.574822405565815,48.11090605747548,0.1263795130461165,0.010526315789473684
ACCEDE08964,0.012812929323767364,0.03093949146568775,871.0039861959436,18.779229365670137,14.48523208902692,49.63579387603155,0.1151343368902439,0.4421052631578947
ACCEDE00191,0.012938635161347205,0.0640997514128685,1307.1590643567868,17.953801328551215,15.57992531613678,40.037611580111644,0.13539380705758428,0.0
ACCEDE08046,0.013254170673579462,0.019979143515229225,1868.1353890609269,19.40330575548905,12.150628809217904,34.54474369732695,0.2422584468482906,0.6944444444444444
ACCEDE00465,0.01320091143253418,0.088919997215271,1425.6848730325805,17.580632554765813,13.541973443545615,34.76111960006567,0.16045086695675104,0.0
ACCEDE03470,0.014126008145013176,0.04015742242336273,890.1532864968268,18.3147776781342,16.123623169782388,45.545409450778244,0.08898078762755103,0.24778761061946905
ACCEDE00168,0.012589544601739723,0.05678551271557807,1283.050505575927,13.100843461284251,16.3642635435202,41.16406440538059,0.15373429008152173,0.4117647058823529
ACCEDE02609,0.010668903258389472,0.012429758906364441,1417.393296748968,15.153528595692705,10.60601110986224,38.031462792053645,0.1616863479262673,0.93
ACCEDE05148,0.011811228021597672,0.008842267096042633,1222.3199950282346,16.871490607048145,12.543225921679628,37.166103712537215,0.13354060080199115,0.8461538461538461
ACCEDE03346,0.011049893495002456,0.026876363903284076,1875.4852418999208,18.653673859258802,12.417135547106376,30.169250453770157,0.21985182837041886,0.4431818181818182
ACCEDE09593,0.01410787594929508,0.036015361547470086,834.6176362406305,19.38411724886797,15.763977746238115,48.9694981552509,0.08525815217391304,0.05263157894736842
ACCEDE07807,0.011237430586822751,0.05477068945765495,882.0698716811528,16.560643799347044,14.814157972065734,37.411444712614106,0.06486430921052631,0.09375
ACCEDE00756,0.012657165634047077,0.016474243253469467,1957.8435739600686,22.004134740921565,13.900599470701811,34.609107708448676,0.2464320591517857,0.8125
ACCEDE09136,0.012291629721581841,0.09218826144933699,428.12683001061515,21.25955860785837,14.329479481437929,43.11994708641115,0.02644718838276836,0.0
ACCEDE08164,0.012642085852423372,0.005812049377709627,856.6032850382102,21.415084849878646,15.440935971719695,42.06220646859253,0.06818515258215962,0.9897959183673468
ACCEDE08300,0.011777527773871466,0.02401820570230484,1456.235904712798,14.364602814650988,12.620206370254795,59.82809955053381,0.19810862177690586,0.5922330097087378
ACCEDE04321,0.013476602762317049,0.2282431423664093,1112.8438241111974,22.040272089562265,17.603753013029536,46.60391602629395,0.13420238829495615,0.0
ACCEDE08801,0.011582670203359858,0.013630468398332596,1598.5029144415253,18.86735805497896,13.569824954195626,39.71923871356051,0.2092933439265537,0.8658536585365854
