id,optical_flow_mean,optical_flow_std,video_warmc,video_heavyl,video_activep,video_hards,video_darkProportion,video_lightPropertion,video_saturation,video_color_energy,video_color_std
ACCEDE08888,0.00870249979197979,0.3369557559490204,-0.2934431840652161,4.3409929108796295,1.7680641633003764,-4.383906546585648,0.23065393518518526,0.4650173611111111,77.03923611111111,3.3413056426501124,108149080.86601348
ACCEDE09087,0.020594311878085136,0.3662205934524536,-0.24739308915418856,3.270662290219908,1.9077187453106716,-4.031454866988571,0.20520182291666664,0.25406467013888895,126.24884693287036,63.32782038520665,345668.40563413437
ACCEDE09240,0.0008750337874516845,0.2360813468694687,-0.39233224400663674,4.479966449652778,2.684321245543777,-4.419942814670139,0.2089149305555556,0.08651736111111111,41.699747395833334,3.0649248804393183,37535583.203931354
ACCEDE08541,0.01254747062921524,0.35978958010673523,-0.43462264019829083,2.7354394841269842,1.6386543868657144,2.260031908275463,0.8143617724867726,0.030449735449735445,72.0541832010582,2.2707251259499395,26675353.89533833
ACCEDE07139,0.005848852451890707,0.1562475860118866,-0.2758463895456217,3.2649159382284387,1.9346471910666432,-3.917284785657052,0.15635198135198133,0.2910664335664336,133.3730011655012,2.50945284654378,327353067.9463036
ACCEDE06430,1.2427369711076608e-06,0.004616474267095327,-0.4259528264748886,2.4361141111111113,1.4810139787130019,-2.9807832930555564,0.8516088888888887,0.006922222222222223,124.63006888888889,6.804798770586026,515171.82870655553
ACCEDE07180,0.024118872359395027,0.7643234133720398,-0.2596833112862335,2.645145768583269,2.090934392456631,-3.5221134876408318,0.5413995726495725,0.10506507381507381,144.03309267892604,3.1962651230743147,78547846.70864064
ACCEDE04498,0.011379269883036613,0.4641267657279968,-0.4161615058104881,3.641299533799534,1.2502825262237571,-3.0540175121102857,0.5547567016317017,0.30406104312354315,112.45380973193474,8.12535033072192,14786975.59619221
ACCEDE02915,0.00032173102954402566,0.14450041949748993,-0.3063504926664747,6.112419270833334,1.5967830491511616,-5.650226491970486,0.01989583333333334,0.4615993923611111,32.86527560763889,2.444513481720626,75432806.82799964
ACCEDE07031,0.63151615858078,2.8162553310394287,-0.36076181255766476,3.291553685897436,2.06720601154968,-3.1355586096087076,0.4369010416666666,0.16611712072649576,64.51994524572649,4.406675320826808,114000978.39298365
ACCEDE06259,0.025800535455346107,0.6712134480476379,-0.2988558967925974,2.3431073133680558,2.2194709286386813,-3.2830753865559905,0.415091869212963,0.10962528935185185,115.63178023726856,2.310892125072298,190954839.11258504
