id,audio_harmonic,audio_engergy,audio_centroid,audio_contrast_low,audio_contrast_middle,audio_contrast_high,audio_zero_crossing_rate,audio_slience_rate
ACCEDE08779,0.010849801015507067,0.013835564255714417,1515.2781637366802,15.943091021635995,13.944748591854017,40.382497824524314,0.17148737321820176,0.8476190476190476
ACCEDE06545,0.011705652243333866,0.012713734060525894,697.388663545748,19.11479604121581,12.391407222509669,41.33542708968596,0.055031289859693876,0.8555555555555555
ACCEDE07640,0.011570167070277146,0.044431526213884354,1728.408793272028,17.561036291189605,13.325931222544572,35.02107670320938,0.19493611653645834,0.018018018018018018
ACCEDE05801,0.013647547285868061,0.01822291500866413,876.8425276033249,18.082929277323263,16.34959681458603,45.40884181416269,0.08959721583946079,0.7446808510638298
ACCEDE03801,0.014397960903269296,0.07728824019432068,1361.8150683227168,26.584756332031834,15.530859042995436,41.26087453597108,0.16580823672715053,0.023255813953488372
ACCEDE03645,0.013576032714166898,0.06512748450040817,1444.9212520041197,21.43958602456299,15.080550883747536,44.10903413605521,0.2010400822732301,0.40384615384615385
ACCEDE07755,0.012124530663329162,0.1455649435520172,1412.8637065502421,18.178634848475173,14.07172871305833,33.580729177603196,0.13727647569444446,0.0
ACCEDE03653,0.011958976974642961,0.07247771322727203,1474.986999685843,14.530816507747959,13.971551804138645,41.32816515212623,0.2366687863372093,0.0
ACCEDE06343,0.013168752578737451,0.016880827024579048,1076.824369235763,16.92964566928433,15.078271227343182,40.690276155060225,0.12137001439144737,0.6476190476190476
ACCEDE01301,0.007424627232508602,0.012385657988488674,774.8988366432574,15.722118489994683,13.937663946438088,26.306427945972217,0.08806446335078534,0.7386363636363636
ACCEDE08854,0.012469400244798041,0.02777635119855404,1056.5766044106476,15.418038446933211,11.344471236184024,39.09052289453959,0.10410483589385475,0.4457831325301205
ACCEDE02309,0.012599883469285833,0.04647183045744896,1154.8481243170334,11.739775343553715,14.884274714982801,46.352343705378196,0.11882895611702128,0.4482758620689655
ACCEDE02104,0.012333097128116118,0.08191432803869247,1183.9199282363068,20.996030801484665,14.450780631104223,45.54674621799511,0.14110732660060976,0.008849557522123894
ACCEDE05559,0.012751519509263108,0.013986540026962757,1081.34705130781,14.169291511057684,15.96339010763068,40.85586978776222,0.10500011224856322,0.7
ACCEDE00470,0.011775685858806992,0.08466710150241852,1457.1471121051704,17.103577289946266,13.856574714975643,34.15510604759907,0.1549948299632353,0.01282051282051282
ACCEDE00401,0.011281224818694601,0.030957529321312904,1101.659297801709,18.462002747881893,13.280276271082176,37.128188572365694,0.11954972550675676,0.6705882352941176
ACCEDE00320,0.011886008878705428,0.07659711688756943,1453.1210234514183,12.33760845896388,13.067038207729528,40.77480478114331,0.17474894763127855,0.07920792079207921
ACCEDE03777,0.013977920227920227,0.10947127640247345,578.1664730351769,22.22743616612239,21.019042699266777,57.14793278683573,0.052445845170454544,0.0
ACCEDE03405,0.01177729058769951,0.04838620871305466,1365.4128621362245,16.64011319453116,13.815352111305515,41.778552776423346,0.16176889780405404,0.058823529411764705
ACCEDE06793,0.0105958755839125,0.013072196394205093,1603.912510712431,14.226885849403578,10.71778665751148,35.522209375541635,0.19129842122395832,0.8918918918918919
ACCEDE01528,0.011533447793463054,0.05467865243554115,1339.857717661199,15.749344019977784,16.072603651255413,37.2855783898463,0.13025994029471544,0.3157894736842105
ACCEDE02153,0.012482215898986307,0.0451955683529377,1092.7698226003477,20.993527597802412,12.837561717422824,39.675093152433455,0.08664495294744318,0.2345679012345679
ACCEDE06438,0.015185339843248104,0.018567953258752823,1370.7514574415627,14.04542560751417,12.999858687730928,45.265153179925335,0.17183097464139344,0.7876106194690266
ACCEDE06100,0.012447323240206025,0.027010241523385048,591.5552515876951,16.570785384479954,18.28903965577779,49.39707702235043,0.045235249533582086,0.41935483870967744
ACCEDE01895,0.012921513768222648,0.02653357945382595,1463.827454300494,12.393280870838232,16.79923323022066,35.88712679433934,0.1629873642899061,0.5714285714285714
ACCEDE04165,0.012844901152040962,0.013766163028776646,1068.4691781234058,21.384338638180402,18.4177869823134,54.46109579219536,0.10395285866477273,0.9411764705882353
ACCEDE07855,0.013102123276818254,0.0689675509929657,1525.9431797156158,15.189792704149683,14.882882871049999,36.346676956565055,0.1936873619002525,0.3626373626373626
ACCEDE04882,0.013364078151343847,0.03458959981799126,1017.9541106208922,18.79668516201927,16.687211947567455,39.403765440026184,0.09132507581751055,0.14678899082568808
ACCEDE02527,0.011417670607250926,0.09583049267530441,904.0610927962173,18.372989175257395,11.738280333291662,33.14337315119804,0.04052734375,0.11458333333333333
ACCEDE01270,0.012172359015091342,0.009898576885461807,1735.4643671416263,13.252275963792142,10.398045057417976,35.45211970279306,0.23032003489847716,0.8681318681318682
ACCEDE00578,0.010395599681313967,0.02034464292228222,571.4003389774851,13.653374610283315,12.230348967379191,39.19029174499367,0.024335554534313724,0.7033898305084746
ACCEDE06859,0.01090299901131495,0.007980660535395145,1226.6745776377572,11.501471794085536,10.632984495621136,38.384714581520434,0.1336977949766355,0.9292929292929293
ACCEDE05473,0.010818849335440096,0.2096170037984848,672.1045112468494,16.582558091979756,11.89704042857117,43.01571830405577,0.05094555316943128,0.0
ACCEDE04235,0.012966138019717103,0.0962793156504631,1530.7361622814235,11.048339139693947,13.187776382769664,41.23873970521759,0.1928644049657534,0.0297029702970297
ACCEDE00295,0.013439007580978636,0.056488070636987686,1321.8442993208214,11.572476296445942,18.39964850230996,40.36672259238931,0.14745233342511013,0.19047619047619047
ACCEDE00960,0.012552640103660511,0.0440901517868042,1019.293070786489,18.659097317063342,17.875555730956073,39.14504576477744,0.06797803137913223,0.25892857142857145
ACCEDE02489,0.010704695877075607,0.019399231299757957,1185.399512466011,15.802634781686077,11.338328464051077,39.04326783214429,0.09410613173738532,0.8217821782178217
ACCEDE01502,0.01249653115027057,0.04150097817182541,1297.485852891107,12.7507684001208,15.415014136017296,38.786499142068415,0.12514043487278761,0.34615384615384615
ACCEDE05573,0.010227904391328516,0.00951005145907402,980.2130920849661,16.27271014917339,12.593187422983227,39.53038400540441,0.09049016779119318,0.9135802469135802
ACCEDE01025,0.013271290706511608,0.03727954626083374,971.7893772232756,20.593964021728823,19.861812682358103,44.155112815465586,0.09831444597069597,0.47619047619047616
ACCEDE09794,0.014843104872006607,0.02672896906733513,854.1796604317793,16.1239946278604,17.031272733082332,42.68656568480217,0.070361328125,0.5862068965517241
ACCEDE08112,0.011906200894476006,0.036574628204107285,1464.994445522284,23.522763985153993,12.088849296273846,36.265222219429255,0.12369648265418502,0.4095238095238095
ACCEDE03811,0.01569346140883047,0.1057833582162857,722.3660537168429,17.563821914279647,17.887486726471153,53.73726244671137,0.0673880628360215,0.0
ACCEDE06206,0.012835924120669213,0.016229456290602684,1007.9659089781253,17.557799049425295,16.876732951752533,45.313396600084054,0.09940626641281512,0.7636363636363637
ACCEDE04674,0.011084326491990898,0.004299047868698835,2066.443005661449,16.702223502837768,11.429604239746785,33.157067928006285,0.3262532552083333,0.975
ACCEDE03330,0.010947425327746993,0.013366235420107841,1335.5476623227676,20.353742229582764,10.966455750344926,36.69230192439016,0.19114106276939655,0.9906542056074766
ACCEDE09416,0.013361813877792573,0.06905528157949448,1098.3985162628785,15.995986017061611,14.881913968820227,47.89611744068266,0.12208182856721699,0.01020408163265306
ACCEDE07969,0.012552564519342694,0.024488212540745735,986.2095849466259,18.45236263898644,13.8485694752638,42.96608780485058,0.09674757687165775,0.5465116279069767
ACCEDE05539,0.01213925990803591,0.012979349121451378,820.9212328618136,18.15846342508902,18.34059685878536,41.85551409060033,0.05256577564461883,0.8446601941747572
